make,model,variant,full_name,body_type,price_ex_showroom,fuel_type,transmission,engine_cc,power_bhp,torque_nm,drivetrain,mileage_arai_kmpl,mileage_arai_km_per_kg,claimed_ev_range_km,seating_capacity,boot_space_litres,ground_clearance_mm,airbags,abs,esc,hill_assist,tyre_pressure_monitoring_system,rear_parking_sensors,rear_camera,camera_360,automatic_climate_control,rear_ac_vents,android_auto,apple_carplay,sunroof,ventilated_front_seats,connected_car_features,adas_available,source,source_last_updated
Hyundai,Venue,HX5 1.2 Petrol MT,Hyundai Venue HX5 1.2 Petrol MT,SUV,956000,Petrol,Manual,1197,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX5 1.0 Turbo Petrol MT,Hyundai Venue HX5 1.0 Turbo Petrol MT,SUV,990000,Petrol,Manual,998,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX2 1.5 Diesel MT,Hyundai Venue HX2 1.5 Diesel MT,SUV,995000,Diesel,Manual,1493,,,FWD,,,,5.0,,195,6,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX5+ 1.2 Petrol MT,Hyundai Venue HX5+ 1.2 Petrol MT,SUV,1000000,Petrol,Manual,1197,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX6 1.2 Petrol MT,Hyundai Venue HX6 1.2 Petrol MT,SUV,1043000,Petrol,Manual,1197,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX6T 1.2 Petrol MT,Hyundai Venue HX6T 1.2 Petrol MT,SUV,1089000,Petrol,Manual,1197,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX5 1.0 Turbo Petrol DCT,Hyundai Venue HX5 1.0 Turbo Petrol DCT,SUV,1092000,Petrol,Automatic (DCT),998,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX5 1.5 Diesel MT,Hyundai Venue HX5 1.5 Diesel MT,SUV,1094000,Diesel,Manual,1493,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX5 1.5 Diesel AT,Hyundai Venue HX5 1.5 Diesel AT,SUV,1188000,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX8 1.0 Turbo Petrol MT,Hyundai Venue HX8 1.0 Turbo Petrol MT,SUV,1191000,Petrol,Manual,998,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX6 1.0 Turbo Petrol DCT,Hyundai Venue HX6 1.0 Turbo Petrol DCT,SUV,1218000,Petrol,Automatic (DCT),998,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX7 1.5 Diesel MT,Hyundai Venue HX7 1.5 Diesel MT,SUV,1276000,Diesel,Manual,1493,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX8 1.0 Turbo Petrol DCT,Hyundai Venue HX8 1.0 Turbo Petrol DCT,SUV,1300000,Petrol,Automatic (DCT),998,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX8 1.5 Diesel AT,Hyundai Venue HX8 1.5 Diesel AT,SUV,1371000,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX10 1.0 Turbo Petrol DCT,Hyundai Venue HX10 1.0 Turbo Petrol DCT,SUV,1465000,Petrol,Automatic (DCT),998,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX10 1.5 Diesel AT,Hyundai Venue HX10 1.5 Diesel AT,SUV,1565000,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_venue_batch_3,2026-06-22
Kia,Seltos,HTE 1.5 Petrol MT,Kia Seltos HTE 1.5 Petrol MT,SUV,1099900,Petrol,Manual,1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTE(O) 1.5 Petrol MT,Kia Seltos HTE(O) 1.5 Petrol MT,SUV,1211400,Petrol,Manual,1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTE(O) 1.5 Petrol IVT,Kia Seltos HTE(O) 1.5 Petrol IVT,SUV,1341400,Petrol,Automatic (CVT),1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTK 1.5 Petrol MT,Kia Seltos HTK 1.5 Petrol MT,SUV,1311400,Petrol,Manual,1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTK 1.5 Petrol IVT,Kia Seltos HTK 1.5 Petrol IVT,SUV,1441400,Petrol,Automatic (CVT),1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTK(O) 1.5 Petrol MT,Kia Seltos HTK(O) 1.5 Petrol MT,SUV,1421400,Petrol,Manual,1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTK(O) 1.5 Petrol IVT,Kia Seltos HTK(O) 1.5 Petrol IVT,SUV,1551400,Petrol,Automatic (CVT),1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTX 1.5 Petrol MT,Kia Seltos HTX 1.5 Petrol MT,SUV,1561400,Petrol,Manual,1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTX 1.5 Petrol IVT,Kia Seltos HTX 1.5 Petrol IVT,SUV,1691400,Petrol,Automatic (CVT),1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTX(A) 1.5 Petrol MT,Kia Seltos HTX(A) 1.5 Petrol MT,SUV,1671400,Petrol,Manual,1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTX(A) 1.5 Petrol IVT,Kia Seltos HTX(A) 1.5 Petrol IVT,SUV,1801400,Petrol,Automatic (CVT),1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,GTX 1.5 Petrol IVT,Kia Seltos GTX 1.5 Petrol IVT,SUV,1841400,Petrol,Automatic (CVT),1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,GTX(A) 1.5 Petrol IVT,Kia Seltos GTX(A) 1.5 Petrol IVT,SUV,1951400,Petrol,Automatic (CVT),1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,X-Line 1.5 Petrol IVT,Kia Seltos X-Line 1.5 Petrol IVT,SUV,1841400,Petrol,Automatic (CVT),1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,X-Line(A) 1.5 Petrol IVT,Kia Seltos X-Line(A) 1.5 Petrol IVT,SUV,1951400,Petrol,Automatic (CVT),1497,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTE(O) 1.5 Turbo Petrol iMT,Kia Seltos HTE(O) 1.5 Turbo Petrol iMT,SUV,1291400,Petrol,Clutchless Manual (iMT),1482,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTK 1.5 Turbo Petrol iMT,Kia Seltos HTK 1.5 Turbo Petrol iMT,SUV,1391400,Petrol,Clutchless Manual (iMT),1482,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTK(O) 1.5 Turbo Petrol iMT,Kia Seltos HTK(O) 1.5 Turbo Petrol iMT,SUV,1499900,Petrol,Clutchless Manual (iMT),1482,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTK(O) 1.5 Turbo Petrol DCT,Kia Seltos HTK(O) 1.5 Turbo Petrol DCT,SUV,1631400,Petrol,Automatic (DCT),1482,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTX 1.5 Turbo Petrol DCT,Kia Seltos HTX 1.5 Turbo Petrol DCT,SUV,1771400,Petrol,Automatic (DCT),1482,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTX(A) 1.5 Turbo Petrol DCT,Kia Seltos HTX(A) 1.5 Turbo Petrol DCT,SUV,1881400,Petrol,Automatic (DCT),1482,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,GTX 1.5 Turbo Petrol DCT,Kia Seltos GTX 1.5 Turbo Petrol DCT,SUV,1921400,Petrol,Automatic (DCT),1482,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,GTX(A) 1.5 Turbo Petrol DCT,Kia Seltos GTX(A) 1.5 Turbo Petrol DCT,SUV,1999900,Petrol,Automatic (DCT),1482,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,X-Line 1.5 Turbo Petrol DCT,Kia Seltos X-Line 1.5 Turbo Petrol DCT,SUV,1921400,Petrol,Automatic (DCT),1482,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,X-Line(A) 1.5 Turbo Petrol DCT,Kia Seltos X-Line(A) 1.5 Turbo Petrol DCT,SUV,1999900,Petrol,Automatic (DCT),1482,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTE 1.5 Diesel MT,Kia Seltos HTE 1.5 Diesel MT,SUV,1261400,Diesel,Manual,1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTE(O) 1.5 Diesel MT,Kia Seltos HTE(O) 1.5 Diesel MT,SUV,1371400,Diesel,Manual,1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTE(O) 1.5 Diesel AT,Kia Seltos HTE(O) 1.5 Diesel AT,SUV,1499900,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTK 1.5 Diesel MT,Kia Seltos HTK 1.5 Diesel MT,SUV,1471400,Diesel,Manual,1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTK 1.5 Diesel AT,Kia Seltos HTK 1.5 Diesel AT,SUV,1601400,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTK(O) 1.5 Diesel MT,Kia Seltos HTK(O) 1.5 Diesel MT,SUV,1581400,Diesel,Manual,1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTK(O) 1.5 Diesel AT,Kia Seltos HTK(O) 1.5 Diesel AT,SUV,1711400,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTX 1.5 Diesel MT,Kia Seltos HTX 1.5 Diesel MT,SUV,1721400,Diesel,Manual,1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTX 1.5 Diesel AT,Kia Seltos HTX 1.5 Diesel AT,SUV,1851400,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTX(A) 1.5 Diesel MT,Kia Seltos HTX(A) 1.5 Diesel MT,SUV,1831400,Diesel,Manual,1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,HTX(A) 1.5 Diesel AT,Kia Seltos HTX(A) 1.5 Diesel AT,SUV,1961400,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,GTX 1.5 Diesel AT,Kia Seltos GTX 1.5 Diesel AT,SUV,1981400,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,GTX(A) 1.5 Diesel AT,Kia Seltos GTX(A) 1.5 Diesel AT,SUV,1999900,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,X-Line 1.5 Diesel AT,Kia Seltos X-Line 1.5 Diesel AT,SUV,1981400,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,verified_current_seltos_batch_3,2026-06-22
Kia,Seltos,X-Line(A) 1.5 Diesel AT,Kia Seltos X-Line(A) 1.5 Diesel AT,SUV,1999900,Diesel,Automatic (TC),1493,,,FWD,,,,5.0,,190,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,verified_current_seltos_batch_3,2026-06-22
Maruti Suzuki,Ertiga,LXi MT,Maruti Suzuki Ertiga LXi MT,MPV,885000,Petrol,Manual,1462,,,FWD,,,,7.0,,185,6,True,True,True,,True,False,False,False,True,False,False,False,False,False,False,verified_official_ertiga_batch_4,2026-06-22
Maruti Suzuki,Ertiga,VXi MT,Maruti Suzuki Ertiga VXi MT,MPV,990300,Petrol,Manual,1462,,,FWD,,,,7.0,,185,6,True,True,True,,True,False,False,False,True,True,True,False,False,False,False,verified_official_ertiga_batch_4,2026-06-22
Maruti Suzuki,Ertiga,VXi CNG,Maruti Suzuki Ertiga VXi CNG,MPV,1086300,CNG,Manual,1462,,,FWD,,,,7.0,,185,6,True,True,True,,True,False,False,False,True,True,True,False,False,False,False,verified_official_ertiga_batch_4,2026-06-22
Maruti Suzuki,Ertiga,ZXi MT,Maruti Suzuki Ertiga ZXi MT,MPV,1096500,Petrol,Manual,1462,,,FWD,,,,7.0,,185,6,True,True,True,,True,False,False,True,True,True,True,False,False,True,False,verified_official_ertiga_batch_4,2026-06-22
Maruti Suzuki,Ertiga,VXi AT,Maruti Suzuki Ertiga VXi AT,MPV,1125300,Petrol,Automatic (TC),1462,,,FWD,18.69,,,7.0,209.0,185,6,True,True,True,,True,False,False,False,True,True,True,False,False,False,False,verified_official_ertiga_batch_4,2026-06-22
Maruti Suzuki,Ertiga,ZXi+ MT,Maruti Suzuki Ertiga ZXi+ MT,MPV,1164100,Petrol,Manual,1462,,,FWD,,,,7.0,,185,6,True,True,True,,True,True,False,True,True,True,True,False,False,True,False,verified_official_ertiga_batch_4,2026-06-22
Maruti Suzuki,Ertiga,ZXi CNG,Maruti Suzuki Ertiga ZXi CNG,MPV,1192500,CNG,Manual,1462,,,FWD,,,,7.0,,185,6,True,True,True,,True,False,False,True,True,True,True,False,False,True,False,verified_official_ertiga_batch_4,2026-06-22
Maruti Suzuki,Ertiga,ZXi AT,Maruti Suzuki Ertiga ZXi AT,MPV,1231500,Petrol,Automatic (TC),1462,,,FWD,18.69,,,7.0,209.0,185,6,True,True,True,,True,False,False,True,True,True,True,False,False,True,False,verified_official_ertiga_batch_4,2026-06-22
Maruti Suzuki,Ertiga,ZXi+ AT,Maruti Suzuki Ertiga ZXi+ AT,MPV,1299100,Petrol,Automatic (TC),1462,,,FWD,18.69,,,7.0,209.0,185,6,True,True,True,,True,True,False,True,True,True,True,False,False,True,False,verified_official_ertiga_batch_4,2026-06-22
Maruti Suzuki,XL6,Zeta MT,Maruti Suzuki XL6 Zeta MT,MPV,1157300,Petrol,Manual,1462,,,FWD,19.01,,,6.0,209.0,180,6,True,True,True,False,True,False,False,True,True,True,True,False,False,False,False,verified_current_xl6_batch_4,2026-06-22
Maruti Suzuki,XL6,Zeta CNG,Maruti Suzuki XL6 Zeta CNG,MPV,1253300,CNG,Manual,1462,,,FWD,,,,6.0,,180,6,True,True,True,False,True,False,False,True,True,True,True,False,False,False,False,verified_current_xl6_batch_4,2026-06-22
Maruti Suzuki,XL6,Alpha MT,Maruti Suzuki XL6 Alpha MT,MPV,1253800,Petrol,Manual,1462,,,FWD,19.01,,,6.0,209.0,180,6,True,True,True,False,True,True,False,True,True,True,True,False,False,True,False,verified_current_xl6_batch_4,2026-06-22
Maruti Suzuki,XL6,Zeta AT,Maruti Suzuki XL6 Zeta AT,MPV,1292300,Petrol,Automatic (TC),1462,,,FWD,17.01,,,6.0,209.0,180,6,True,True,True,False,True,False,False,True,True,True,True,False,False,False,False,verified_current_xl6_batch_4,2026-06-22
Maruti Suzuki,XL6,Alpha+ MT,Maruti Suzuki XL6 Alpha+ MT,MPV,1302100,Petrol,Manual,1462,,,FWD,19.01,,,6.0,209.0,180,6,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,verified_current_xl6_batch_4,2026-06-22
Maruti Suzuki,XL6,Alpha AT,Maruti Suzuki XL6 Alpha AT,MPV,1389300,Petrol,Automatic (TC),1462,,,FWD,17.01,,,6.0,209.0,180,6,True,True,True,False,True,True,False,True,True,True,True,False,False,True,False,verified_current_xl6_batch_4,2026-06-22
Maruti Suzuki,XL6,Alpha+ AT,Maruti Suzuki XL6 Alpha+ AT,MPV,1437300,Petrol,Automatic (TC),1462,,,FWD,17.01,,,6.0,209.0,180,6,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,verified_current_xl6_batch_4,2026-06-22
Maruti Suzuki,WagonR,LXi MT,Maruti Suzuki WagonR LXi MT,Hatchback,498900,Petrol,Manual,998,,,FWD,,,,5.0,,170,6,True,True,False,,True,False,False,False,False,False,False,False,False,False,False,verified_official_wagonr_batch_4,2026-06-22
Maruti Suzuki,WagonR,VXi MT,Maruti Suzuki WagonR VXi MT,Hatchback,551900,Petrol,Manual,998,,,FWD,,,,5.0,,170,6,True,True,False,,True,False,False,False,False,False,False,False,False,False,False,verified_official_wagonr_batch_4,2026-06-22
Maruti Suzuki,WagonR,LXi CNG,Maruti Suzuki WagonR LXi CNG,Hatchback,593900,CNG,Manual,998,,,FWD,,33.54,,5.0,341.0,170,6,True,True,False,,True,False,False,False,False,False,False,False,False,False,False,verified_official_wagonr_batch_4,2026-06-22
Maruti Suzuki,WagonR,ZXi MT,Maruti Suzuki WagonR ZXi MT,Hatchback,595900,Petrol,Manual,1197,,,FWD,,,,5.0,,170,6,True,True,False,,True,False,False,False,False,False,False,False,False,False,False,verified_official_wagonr_batch_4,2026-06-22
Maruti Suzuki,WagonR,VXi AGS,Maruti Suzuki WagonR VXi AGS,Hatchback,596900,Petrol,Automatic (AMT),998,,,FWD,22.5,,,5.0,341.0,170,6,True,True,True,,True,False,False,False,False,False,False,False,False,False,False,verified_official_wagonr_batch_4,2026-06-22
Maruti Suzuki,WagonR,ZXi AGS,Maruti Suzuki WagonR ZXi AGS,Hatchback,640900,Petrol,Automatic (AMT),1197,,,FWD,,,,5.0,,170,6,True,True,True,,True,False,False,False,False,False,False,False,False,False,False,verified_official_wagonr_batch_4,2026-06-22
Maruti Suzuki,WagonR,VXi CNG,Maruti Suzuki WagonR VXi CNG,Hatchback,646900,CNG,Manual,998,,,FWD,,,,5.0,,170,6,True,True,False,,True,False,False,False,False,False,False,False,False,False,False,verified_official_wagonr_batch_4,2026-06-22
Maruti Suzuki,WagonR,ZXi+ MT,Maruti Suzuki WagonR ZXi+ MT,Hatchback,649900,Petrol,Manual,1197,,,FWD,,,,5.0,,170,6,True,True,False,,True,False,False,False,False,True,True,False,False,False,False,verified_official_wagonr_batch_4,2026-06-22
Maruti Suzuki,WagonR,ZXi+ AGS,Maruti Suzuki WagonR ZXi+ AGS,Hatchback,694900,Petrol,Automatic (AMT),1197,,,FWD,,,,5.0,,170,6,True,True,True,,True,False,False,False,False,True,True,False,False,False,False,verified_official_wagonr_batch_4,2026-06-22
Maruti Suzuki,WagonR,ZXi+ MT Flex Fuel,Maruti Suzuki WagonR ZXi+ MT Flex Fuel,Hatchback,723900,Flex Fuel,Manual,1197,,,FWD,,,,5.0,,170,6,True,True,False,,True,False,False,False,False,True,True,False,False,False,False,verified_official_wagonr_batch_4,2026-06-22
Maruti Suzuki,Dzire,LXi MT,Maruti Suzuki Dzire LXi MT,Sedan,625600,Petrol,Manual,1197,,,FWD,,,,5.0,,163,6,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,verified_official_dzire_batch_5,2026-06-22
Maruti Suzuki,Dzire,VXi MT,Maruti Suzuki Dzire VXi MT,Sedan,722100,Petrol,Manual,1197,,,FWD,,,,5.0,,163,6,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,verified_official_dzire_batch_5,2026-06-22
Maruti Suzuki,Dzire,VXi AMT,Maruti Suzuki Dzire VXi AMT,Sedan,767100,Petrol,Automatic (AMT),1197,,,FWD,22.0,,,5.0,378.0,163,6,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,verified_official_dzire_batch_5,2026-06-22
Maruti Suzuki,Dzire,VXi CNG,Maruti Suzuki Dzire VXi CNG,Sedan,810600,CNG,Manual,1197,,,FWD,,,,5.0,,163,6,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,verified_official_dzire_batch_5,2026-06-22
Maruti Suzuki,Dzire,ZXi MT,Maruti Suzuki Dzire ZXi MT,Sedan,822700,Petrol,Manual,1197,,,FWD,,,,5.0,,163,6,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,verified_official_dzire_batch_5,2026-06-22
Maruti Suzuki,Dzire,ZXi AMT,Maruti Suzuki Dzire ZXi AMT,Sedan,867700,Petrol,Automatic (AMT),1197,,,FWD,,,,5.0,,163,6,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,verified_official_dzire_batch_5,2026-06-22
Maruti Suzuki,Dzire,ZXi+ MT,Maruti Suzuki Dzire ZXi+ MT,Sedan,891300,Petrol,Manual,1197,,,FWD,,,,5.0,,163,6,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,verified_official_dzire_batch_5,2026-06-22
Maruti Suzuki,Dzire,ZXi CNG,Maruti Suzuki Dzire ZXi CNG,Sedan,911200,CNG,Manual,1197,,,FWD,,,,5.0,,163,6,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,verified_official_dzire_batch_5,2026-06-22
Maruti Suzuki,Dzire,ZXi+ AMT,Maruti Suzuki Dzire ZXi+ AMT,Sedan,936300,Petrol,Automatic (AMT),1197,,,FWD,,,,5.0,,163,6,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,verified_official_dzire_batch_5,2026-06-22
Maruti Suzuki,Eeco,5 Seater Standard,Maruti Suzuki Eeco 5 Seater Standard,Van,523400,Petrol,Manual,1197,,,RWD,,,,5.0,,160,6,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,verified_official_eeco_batch_5,2026-06-22
Maruti Suzuki,Eeco,6 Seater Standard,Maruti Suzuki Eeco 6 Seater Standard,Van,549900,Petrol,Manual,1197,,,RWD,,,,6.0,,160,6,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,verified_official_eeco_batch_5,2026-06-22
Maruti Suzuki,Eeco,5 Seater AC,Maruti Suzuki Eeco 5 Seater AC,Van,556300,Petrol,Manual,1197,,,RWD,,,,5.0,,160,6,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,verified_official_eeco_batch_5,2026-06-22
Maruti Suzuki,Eeco,5 Seater AC CNG,Maruti Suzuki Eeco 5 Seater AC CNG,Van,640800,CNG,Manual,1197,,,RWD,,,,5.0,,160,6,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,verified_official_eeco_batch_5,2026-06-22
Maruti Suzuki,Baleno,Sigma MT,Maruti Suzuki Baleno Sigma MT,Hatchback,598900,Petrol,Manual,1197,,,FWD,,,,5.0,,170,6,True,True,False,,True,False,False,True,False,False,False,False,False,False,False,verified_current_baleno_batch_5,2026-06-22
Maruti Suzuki,Baleno,Delta MT,Maruti Suzuki Baleno Delta MT,Hatchback,684900,Petrol,Manual,1197,,,FWD,,,,5.0,,170,6,True,True,False,,True,False,False,True,False,True,True,False,False,False,False,verified_current_baleno_batch_5,2026-06-22
